Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2013-12-19,370.25,376.5,366.7,372.5,370.070343312,139203.0,478.0,51514902.0,136236.0,97.87,9.8,2.25
2013-12-18,359.0,369.0,356.4,364.95,365.494783905,2013.0,246.0,735741.0,845.0,41.98,12.6,5.95
2013-12-17,360.0,368.95,355.0,357.05,360.42208246,2862.0,320.0,1031528.0,1888.0,65.97,13.95,-2.95
2013-12-16,362.0,370.0,356.0,366.25,363.551215624,5018.0,312.0,1824300.0,3870.0,77.12,14.0,4.25
2013-12-13,369.0,369.0,361.1,362.2,363.504323587,302064.0,175.0,109801570.0,300868.0,99.6,7.9,-6.8
2013-12-12,369.0,376.0,365.0,368.85,370.862264151,2120.0,268.0,786228.0,853.0,40.24,11.0,-0.15
2013-12-11,376.0,376.0,365.0,367.6,371.036699705,3733.0,271.0,1385080.0,2307.0,61.8,11.0,-8.4
2013-12-10,383.0,383.0,371.0,372.1,376.189251001,1749.0,197.0,657955.0,1125.0,64.32,12.0,-10.9
2013-12-09,384.0,384.9,371.0,380.6,378.389341034,7618.0,704.0,2882570.0,4464.0,58.6,13.9,-3.4
2013-12-06,375.0,381.0,369.55,378.15,377.42940579,3938.0,519.0,1486317.0,1978.0,50.23,11.45,3.15
2013-12-05,378.0,381.0,370.1,375.35,375.740377887,2858.0,277.0,1073866.0,1641.0,57.42,10.9,-2.65
2013-12-04,380.1,384.0,372.35,376.65,377.649412353,3999.0,400.0,1510220.0,1829.0,45.74,11.65,-3.45
2013-12-03,370.0,382.4,370.0,379.5,377.860583356,7474.0,713.0,2824130.0,2703.0,36.17,12.4,9.5
2013-12-02,370.0,380.0,368.0,371.4,374.10734904,12818.0,1427.0,4795308.0,7035.0,54.88,12.0,1.4
2013-11-29,371.0,374.0,366.0,369.1,370.046038988,7233.0,756.0,2676543.0,3448.0,47.67,8.0,-1.9
2013-11-28,359.0,369.9,356.0,365.2,363.251511786,8103.0,785.0,2943427.0,4223.0,52.12,13.9,6.2
2013-11-27,356.9,361.0,354.0,354.5,356.746421268,978.0,110.0,348898.0,714.0,73.01,7.0,-2.4
2013-11-26,359.0,373.0,355.1,357.1,364.260113213,28972.0,1418.0,10553344.0,11361.0,39.21,17.9,-1.9
2013-11-25,355.0,364.0,351.5,361.75,358.22213929,73688.0,462.0,26396673.0,70978.0,96.32,12.5,6.75
2013-11-22,355.0,362.0,355.0,359.15,358.121303561,4971.0,157.0,1780221.0,4394.0,88.39,7.0,4.15
2013-11-21,369.7,369.7,353.5,358.35,357.547006652,4510.0,290.0,1612537.0,2949.0,65.39,16.2,-11.35
2013-11-20,348.0,364.4,348.0,360.5,359.896851037,56336.0,432.0,20275149.0,54301.0,96.39,16.4,12.5
2013-11-19,350.0,352.0,345.0,349.5,348.099304624,8197.0,356.0,2853370.0,6275.0,76.55,7.0,-0.5
2013-11-18,350.0,351.95,343.0,345.15,346.682165605,1570.0,175.0,544291.0,842.0,53.63,8.95,-4.85
2013-11-14,352.7,352.7,342.75,349.95,348.839559458,6719.0,222.0,2343853.0,5057.0,75.26,9.95,-2.75
2013-11-13,341.2,346.0,341.2,345.05,344.00844773,2841.0,206.0,977328.0,1706.0,60.05,4.8,3.85
2013-11-12,350.0,351.95,344.2,346.15,346.743932794,3214.0,199.0,1114435.0,2755.0,85.72,7.75,-3.85
2013-11-11,348.1,351.0,345.25,346.5,347.620517098,1199.0,121.0,416797.0,1072.0,89.41,5.75,-1.6
2013-11-08,357.0,357.0,349.1,351.45,351.940436457,3895.0,137.0,1370808.0,3775.0,96.92,7.9,-5.55
2013-11-07,348.05,357.9,348.05,355.05,353.859355579,10459.0,511.0,3701015.0,6352.0,60.73,9.85,7.0
2013-11-06,356.5,373.7,353.0,356.35,363.283072546,23902.0,1278.0,8683192.0,7557.0,31.62,20.7,-0.15
2013-11-05,351.35,359.0,351.35,353.6,354.192341941,5615.0,258.0,1988790.0,4789.0,85.29,7.65,2.25
2013-11-03,358.9,361.0,353.05,359.05,358.592677346,2622.0,115.0,940230.0,1859.0,70.9,7.95,0.15
2013-11-01,350.0,362.2,350.0,355.4,355.794359051,6701.0,480.0,2384178.0,2700.0,40.29,12.2,5.4
2013-10-31,353.0,353.5,347.7,350.55,350.458352299,2197.0,121.0,769957.0,1950.0,88.76,5.8,-2.45
2013-10-30,354.25,355.85,346.65,351.8,350.504069242,7741.0,557.0,2713252.0,5012.0,64.75,9.2,-2.45
2013-10-29,346.0,362.0,344.05,357.55,352.550963377,6799.0,451.0,2396994.0,3904.0,57.42,17.95,11.55
2013-10-28,354.1,357.0,347.05,348.15,350.238662391,2183.0,221.0,764571.0,1196.0,54.79,9.95,-5.95
2013-10-25,362.0,368.0,352.0,354.1,359.616829313,5431.0,468.0,1953079.0,2261.0,41.63,16.0,-7.9
2013-10-24,349.2,372.9,336.0,357.9,354.18537404,15493.0,900.0,5487394.0,8345.0,53.86,36.9,8.7
2013-10-23,355.3,360.0,345.25,347.3,350.845881864,4808.0,409.0,1686867.0,3447.0,71.69,14.75,-8.0
2013-10-21,346.0,353.9,346.0,349.65,348.910267472,1159.0,157.0,404387.0,668.0,57.64,7.9,3.65
2013-10-18,350.0,352.0,346.0,350.55,349.723049434,5037.0,286.0,1761555.0,4485.0,89.04,6.0,0.55
2013-10-17,350.45,351.0,346.35,349.5,349.891332059,3138.0,112.0,1097959.0,2524.0,80.43,4.65,-0.95
2013-10-15,348.0,354.0,346.0,350.0,349.851383744,4589.0,132.0,1605468.0,4175.0,90.98,8.0,2.0
2013-10-14,354.0,354.0,348.05,350.45,350.639041634,5092.0,193.0,1785454.0,4762.0,93.52,5.95,-3.55
2013-10-11,356.95,357.0,346.15,350.45,350.118397887,2272.0,128.0,795469.0,1306.0,57.48,10.85,-6.5
2013-10-10,348.0,355.1,348.0,352.75,353.178721174,1908.0,235.0,673865.0,1024.0,53.67,7.1,4.75
2013-10-09,360.0,360.0,345.5,349.85,349.989102564,1560.0,172.0,545983.0,446.0,28.59,14.5,-10.15
2013-10-08,350.0,353.0,347.3,350.05,350.237641105,5138.0,238.0,1799521.0,4398.0,85.6,5.7,0.05
2013-10-07,343.0,350.05,331.1,348.4,341.903569729,10505.0,742.0,3591697.0,4449.0,42.35,18.95,5.4
2013-10-04,346.0,357.8,343.05,350.5,350.168205128,15600.0,1155.0,5462624.0,6489.0,41.6,14.75,4.5
2013-10-03,336.0,342.0,330.0,338.4,336.266285351,6294.0,558.0,2116460.0,2638.0,41.91,12.0,2.4
2013-10-01,338.0,338.0,331.15,335.35,335.162203133,1979.0,152.0,663286.0,742.0,37.49,6.85,-2.65
2013-09-30,338.0,340.0,311.0,337.5,326.962319959,15552.0,775.0,5084918.0,6463.0,41.56,29.0,-0.5
2013-09-27,342.7,346.0,332.35,343.2,341.017086591,3453.0,366.0,1177532.0,1797.0,52.04,13.65,0.5
2013-09-26,328.55,340.0,328.55,337.6,334.434721899,4297.0,442.0,1437066.0,2688.0,62.56,11.45,9.05
2013-09-25,327.0,336.9,317.5,331.8,328.530980098,2663.0,379.0,874878.0,1726.0,64.81,19.4,4.8
2013-09-24,322.95,330.0,318.0,325.7,321.963977334,22236.0,245.0,7159191.0,21399.0,96.24,12.0,2.75
2013-09-23,319.0,321.0,314.7,319.5,319.43091207,1831.0,196.0,584878.0,1215.0,66.36,6.3,0.5
2013-09-20,329.95,329.95,311.6,319.4,320.328518173,4292.0,417.0,1374850.0,1667.0,38.84,18.35,-10.55
2013-09-19,332.95,333.0,325.0,325.6,327.635180995,1768.0,184.0,579259.0,1020.0,57.69,8.0,-7.35
2013-09-18,324.0,325.95,322.45,324.55,324.134545455,1100.0,238.0,356548.0,784.0,71.27,3.5,0.55
2013-09-17,321.4,324.9,319.0,321.5,320.920202952,2168.0,136.0,695755.0,1476.0,68.08,5.9,0.1
2013-09-16,334.0,334.95,319.1,320.85,325.757901597,3069.0,278.0,999751.0,1883.0,61.36,15.85,-13.15
2013-09-13,329.0,334.9,325.2,329.9,330.247317322,1957.0,260.0,646294.0,1086.0,55.49,9.7,0.9
2013-09-12,334.8,337.0,322.0,326.0,330.955419991,4262.0,389.0,1410532.0,3237.0,75.95,15.0,-8.8
2013-09-11,328.0,340.0,321.1,335.45,331.586789173,4027.0,667.0,1335300.0,1650.0,40.97,18.9,7.45
2013-09-10,317.0,340.0,316.0,328.35,330.711358083,12687.0,1250.0,4195735.0,4858.0,38.29,24.0,11.35
2013-09-06,310.0,317.0,307.5,312.55,313.0463138,1058.0,134.0,331203.0,740.0,69.94,9.5,2.55
2013-09-05,304.1,314.0,304.1,311.9,309.699824459,1709.0,291.0,529277.0,992.0,58.05,9.9,7.8
2013-09-04,304.75,308.9,300.0,302.35,302.206090652,1412.0,205.0,426715.0,683.0,48.37,8.9,-2.4
2013-09-03,309.0,309.0,300.0,300.75,301.835279268,3169.0,185.0,956516.0,2527.0,79.74,9.0,-8.25
2013-09-02,309.95,310.0,305.0,305.6,305.910313901,223.0,14.0,68218.0,180.0,80.72,5.0,-4.35
2013-08-30,309.5,310.0,301.3,305.95,306.17268623,886.0,199.0,271269.0,281.0,31.72,8.7,-3.55
2013-08-29,303.05,309.65,301.0,308.05,304.499592502,1227.0,189.0,373621.0,606.0,49.39,8.65,5.0
2013-08-28,307.0,307.0,296.0,303.2,298.990373045,1662.0,208.0,496922.0,921.0,55.42,11.0,-3.8
2013-08-26,310.0,310.0,306.0,307.2,308.573746313,2034.0,237.0,627639.0,1224.0,60.18,4.0,-2.8
2013-08-23,304.0,312.5,300.45,306.1,307.640522876,1377.0,121.0,423621.0,600.0,43.57,12.05,2.1
2013-08-21,309.9,310.8,303.0,304.2,305.575268817,2046.0,133.0,625207.0,1474.0,72.04,7.8,-5.7
2013-08-20,302.0,307.55,300.05,304.15,303.564655172,3944.0,274.0,1197259.0,3020.0,76.57,7.5,2.15
2013-08-19,305.1,309.6,300.0,301.6,303.764006791,3534.0,381.0,1073502.0,2616.0,74.02,9.6,-3.5
2013-08-16,308.5,314.0,300.0,310.8,304.389867841,4540.0,458.0,1381930.0,2829.0,62.31,14.0,2.3
2013-08-13,308.1,309.95,304.0,306.25,307.270769231,650.0,114.0,199726.0,456.0,70.15,5.95,-1.85
2013-08-08,293.6,312.45,293.6,307.0,306.246714232,2663.0,353.0,815535.0,1738.0,65.26,18.85,13.4
2013-08-07,294.0,302.0,292.25,299.25,297.497774481,2696.0,289.0,802054.0,1795.0,66.58,9.75,5.25
2013-08-06,306.05,308.35,285.0,296.1,293.445627218,9582.0,782.0,2811796.0,4667.0,48.71,23.35,-9.95
2013-08-05,318.5,318.5,309.05,312.05,314.213377557,1809.0,290.0,568412.0,1051.0,58.1,9.45,-6.45
2013-08-02,326.6,327.0,315.0,316.4,318.901960784,2295.0,473.0,731880.0,1666.0,72.59,12.0,-10.2
2013-08-01,334.0,337.0,320.85,323.3,328.507703595,1363.0,214.0,447756.0,583.0,42.77,16.15,-10.7
2013-07-31,326.0,332.0,316.0,329.8,325.78460452,2832.0,480.0,922622.0,1067.0,37.68,16.0,3.8
2013-07-30,321.1,326.8,320.0,324.4,323.535974974,959.0,199.0,310271.0,422.0,44.0,6.8,3.3
2013-07-29,327.1,330.0,316.25,323.45,322.227756892,3192.0,602.0,1028551.0,1873.0,58.68,13.75,-3.65
2013-07-26,342.0,346.9,326.9,328.6,339.992807398,8759.0,523.0,2977997.0,4018.0,45.87,20.0,-13.4
2013-07-25,338.0,347.7,335.0,337.35,342.379301356,11508.0,644.0,3940101.0,5623.0,48.86,12.7,-0.65
2013-07-24,343.5,347.0,338.0,339.7,340.023109244,952.0,172.0,323702.0,617.0,64.81,9.0,-3.8
2013-07-23,349.85,349.9,343.7,347.65,347.760621108,12687.0,477.0,4412039.0,6734.0,53.08,6.2,-2.2
2013-07-22,350.0,351.9,341.2,343.35,346.800718133,1671.0,171.0,579504.0,1222.0,73.13,10.7,-6.65
2013-07-19,355.5,358.0,345.0,352.65,351.304121454,20551.0,642.0,7219651.0,8793.0,42.79,13.0,-2.85
2013-07-18,357.25,364.6,352.0,363.05,359.987454034,4623.0,280.0,1664222.0,4140.0,89.55,12.6,5.8
2013-07-17,355.05,364.95,342.8,361.1,354.496570122,20992.0,940.0,7441592.0,8662.0,41.26,22.15,6.05
2013-07-16,356.0,362.0,355.0,359.35,358.574696545,2142.0,271.0,768067.0,1146.0,53.5,7.0,3.35
2013-07-15,360.0,382.0,360.0,361.75,367.130758017,6860.0,649.0,2518517.0,2502.0,36.47,22.0,1.75
2013-07-12,351.0,366.0,346.05,359.35,358.369383789,8747.0,583.0,3134657.0,7142.0,81.65,19.95,8.35
2013-07-11,348.1,352.0,345.25,350.65,350.026936027,4455.0,379.0,1559370.0,2962.0,66.49,6.75,2.55
2013-07-10,343.05,352.3,341.0,347.9,348.890057864,3802.0,319.0,1326480.0,1282.0,33.72,11.3,4.85
2013-07-09,338.3,348.75,338.3,343.65,344.298003072,2604.0,197.0,896552.0,1169.0,44.89,10.45,5.35
2013-07-08,334.15,340.0,333.25,337.75,335.626180837,741.0,79.0,248699.0,434.0,58.57,6.75,3.6
2013-07-05,344.5,344.95,336.1,338.45,339.814498934,1407.0,188.0,478119.0,756.0,53.73,8.85,-6.05
2013-07-04,342.0,345.0,337.9,342.2,341.799131379,3684.0,375.0,1259188.0,2207.0,59.91,7.1,0.2
2013-07-03,336.0,340.0,331.35,335.05,334.688416793,1977.0,213.0,661679.0,1441.0,72.89,8.65,-0.95
2013-07-02,343.9,344.0,336.1,339.5,341.217353952,1164.0,120.0,397177.0,624.0,53.61,7.9,-4.4
2013-07-01,341.0,345.0,338.05,339.65,341.527419948,2717.0,360.0,927930.0,806.0,29.67,6.95,-1.35
2013-06-28,336.0,341.0,335.95,339.3,339.136964357,2497.0,247.0,846825.0,1236.0,49.5,5.05,3.3
2013-06-27,334.0,342.2,329.0,330.2,332.345070423,1846.0,157.0,613509.0,1073.0,58.13,13.2,-3.8
2013-06-26,327.85,329.9,324.05,326.75,327.427083333,1056.0,102.0,345763.0,715.0,67.71,5.85,-1.1
2013-06-25,325.3,332.05,321.1,327.15,325.693682195,1567.0,144.0,510362.0,859.0,54.82,10.95,1.85
2013-06-24,333.95,333.95,324.5,331.6,327.899432535,3172.0,340.0,1040097.0,1824.0,57.5,9.45,-2.35
2013-06-21,338.0,341.35,329.0,332.0,334.252815534,2575.0,260.0,860701.0,1203.0,46.72,12.35,-6.0
2013-06-20,335.0,336.7,327.55,329.25,332.285908319,2945.0,307.0,978582.0,1934.0,65.67,9.15,-5.75
2013-06-19,340.85,345.0,338.15,340.0,342.530434783,805.0,112.0,275737.0,643.0,79.88,6.85,-0.85
2013-06-18,341.9,348.0,338.3,340.6,343.185550605,3142.0,299.0,1078289.0,1689.0,53.76,9.7,-1.3
2013-06-17,344.9,353.0,342.0,343.35,347.799748111,4764.0,330.0,1656918.0,1760.0,36.94,11.0,-1.55
2013-06-14,344.95,351.65,341.75,347.95,346.43892944,2055.0,164.0,711932.0,1153.0,56.11,9.9,3.0
2013-06-13,341.0,343.45,337.0,339.1,340.10974611,2442.0,130.0,830548.0,1600.0,65.52,6.45,-1.9
2013-06-12,338.45,349.0,338.45,344.7,344.303435695,3289.0,206.0,1132414.0,2450.0,74.49,10.55,6.25
2013-06-11,345.0,349.9,339.0,340.95,344.080034423,2324.0,201.0,799642.0,1581.0,68.03,10.9,-4.05
2013-06-10,358.0,359.95,346.9,350.4,355.036697248,2180.0,172.0,773980.0,775.0,35.55,13.05,-7.6
2013-06-06,345.0,346.75,342.0,343.85,344.363394343,3005.0,134.0,1034812.0,822.0,27.35,4.75,-1.15
2013-06-05,348.05,350.95,344.0,346.0,347.167592125,1981.0,115.0,687739.0,1171.0,59.11,6.95,-2.05
2013-06-04,350.35,356.0,346.05,351.0,350.479204893,3270.0,215.0,1146067.0,2213.0,67.68,9.95,0.65
2013-06-03,347.65,355.8,345.2,348.75,348.850076805,3255.0,194.0,1135507.0,1896.0,58.25,10.6,1.1
2013-05-31,360.0,362.95,352.7,354.2,357.470077402,5297.0,279.0,1893519.0,2869.0,54.16,10.25,-5.8
2013-05-30,363.3,367.0,360.0,361.35,363.241597556,4582.0,222.0,1664373.0,2836.0,61.89,7.0,-1.95
2013-05-28,373.0,384.0,371.0,373.8,378.682784272,9410.0,774.0,3563405.0,2770.0,29.44,13.0,0.8
2013-05-27,370.0,377.5,366.0,367.5,371.917164179,2680.0,194.0,996738.0,1395.0,52.05,11.5,-2.5
2013-05-24,363.0,379.2,362.1,369.95,372.113563976,9105.0,651.0,3388094.0,2895.0,31.8,17.1,6.95
2013-05-23,375.0,376.4,359.85,360.95,365.667749223,7082.0,502.0,2589659.0,3227.0,45.57,16.55,-14.05
2013-05-22,390.2,394.0,380.0,380.7,388.066045066,3861.0,342.0,1498323.0,1417.0,36.7,14.0,-9.5
2013-05-20,391.35,399.85,377.05,384.85,387.63177426,41499.0,2312.0,16086331.0,7359.0,17.73,22.8,-6.5
2013-05-17,349.95,408.0,343.05,394.85,388.153604041,102940.0,3995.0,39956532.0,18496.0,17.97,64.95,44.9
2013-05-16,344.0,350.85,344.0,346.15,346.780866721,3669.0,196.0,1272339.0,2131.0,58.08,6.85,2.15
2013-05-15,344.0,345.1,339.6,342.9,342.534947465,2189.0,118.0,749809.0,1336.0,61.03,5.5,-1.1
2013-05-14,340.0,344.95,337.15,339.1,340.488956258,2309.0,156.0,786189.0,1268.0,54.92,7.8,-0.9
2013-05-13,349.9,352.0,338.1,339.3,342.319367251,4678.0,170.0,1601370.0,3558.0,76.06,13.9,-10.6
2013-05-11,346.0,346.0,343.5,345.1,344.768786127,173.0,10.0,59645.0,173.0,100.0,2.5,-0.9
2013-05-10,347.0,349.55,343.8,345.1,345.424715668,5891.0,207.0,2034897.0,4043.0,68.63,5.75,-1.9
2013-05-09,352.0,358.0,345.7,347.15,350.781161008,4565.0,266.0,1601316.0,2324.0,50.91,12.3,-4.85
2013-05-08,355.0,358.95,349.0,353.25,353.498081023,2345.0,180.0,828953.0,1060.0,45.2,9.95,-1.75
2013-05-07,360.0,363.95,355.55,358.75,358.757504414,5097.0,254.0,1828587.0,2173.0,42.63,8.4,-1.25
2013-05-06,348.1,358.0,345.05,353.05,352.087639914,8398.0,435.0,2956832.0,3673.0,43.74,12.95,4.95
2013-05-03,333.0,343.7,333.0,341.25,340.164089302,18947.0,1057.0,6445089.0,6782.0,35.79,10.7,8.25
2013-05-02,320.9,328.8,320.9,323.65,324.660509031,4872.0,212.0,1581746.0,2620.0,53.78,7.9,2.75
2013-04-30,320.5,326.5,315.0,318.65,319.430976431,3861.0,361.0,1233323.0,1905.0,49.34,11.5,-1.85
2013-04-29,315.5,316.6,310.0,314.05,312.727606303,4633.0,238.0,1448867.0,3065.0,66.16,6.6,-1.45
2013-04-26,325.0,326.0,317.85,318.5,322.276467361,1823.0,81.0,587510.0,1126.0,61.77,8.15,-6.5
2013-04-25,327.0,334.0,318.1,323.5,324.734651712,3388.0,115.0,1100201.0,868.0,25.62,15.9,-3.5
2013-04-23,321.0,325.9,319.0,321.3,322.834655278,1639.0,143.0,529126.0,615.0,37.52,6.9,0.3
2013-04-22,318.0,322.4,315.0,316.75,317.41607717,1555.0,84.0,493582.0,1236.0,79.49,7.4,-1.25
2013-04-18,318.0,318.0,312.0,313.55,314.149471974,1231.0,113.0,386718.0,672.0,54.59,6.0,-4.45
2013-04-17,318.0,322.0,314.15,316.65,317.952041003,5463.0,384.0,1736972.0,3420.0,62.6,7.85,-1.35
2013-04-16,314.05,317.9,312.0,315.4,314.650229358,872.0,70.0,274375.0,713.0,81.77,5.9,1.35
2013-04-15,313.0,316.0,313.0,313.5,314.080919243,6179.0,83.0,1940706.0,5290.0,85.61,3.0,0.5
2013-04-12,309.95,314.0,305.8,312.0,310.303075769,2666.0,196.0,827268.0,1410.0,52.89,8.2,2.05
2013-04-11,310.0,315.95,308.3,309.95,310.96875,1120.0,89.0,348285.0,831.0,74.2,7.65,-0.05
2013-04-10,315.0,315.0,303.0,311.0,307.303619503,3343.0,237.0,1027316.0,1928.0,57.67,12.0,-4.0
2013-04-09,318.0,322.0,313.1,313.95,317.153721683,618.0,80.0,196001.0,364.0,58.9,8.9,-4.05
2013-04-08,319.0,324.8,317.35,320.1,320.02530541,1146.0,53.0,366749.0,539.0,47.03,7.45,1.1
2013-04-05,324.0,325.5,318.15,320.15,321.765251989,754.0,80.0,242611.0,305.0,40.45,7.35,-3.85
2013-04-04,324.0,329.5,320.0,322.3,324.056564246,1432.0,111.0,464049.0,436.0,30.45,9.5,-1.7
2013-04-03,334.0,336.0,326.15,329.5,332.166666667,990.0,111.0,328845.0,492.0,49.7,9.85,-4.5
2013-04-02,335.0,336.15,330.0,333.1,333.222292191,1588.0,195.0,529157.0,839.0,52.83,6.15,-1.9
2013-04-01,326.0,333.0,322.65,330.85,328.530530721,5257.0,173.0,1727085.0,3079.0,58.57,10.35,4.85
2013-03-28,312.2,320.0,312.0,318.25,315.586288416,2538.0,202.0,800958.0,823.0,32.43,8.0,6.05
2013-03-26,313.65,318.7,312.2,316.3,316.416881681,2713.0,161.0,858439.0,1950.0,71.88,6.5,2.65
2013-03-25,321.75,330.0,314.0,315.45,320.104651163,1806.0,207.0,578109.0,1244.0,68.88,16.0,-6.3
2013-03-21,320.0,330.8,313.3,327.7,326.637866048,6898.0,385.0,2253148.0,4022.0,58.31,17.5,7.7
2013-03-20,314.1,327.9,310.95,321.15,317.370160296,8110.0,448.0,2573872.0,5560.0,68.56,16.95,7.05
2013-03-19,321.0,322.0,310.0,318.8,317.158618081,7931.0,444.0,2515385.0,4532.0,57.14,12.0,-2.2
2013-03-18,315.5,321.5,310.25,315.3,316.930753564,2946.0,111.0,933678.0,1524.0,51.73,11.25,-0.2
2013-03-15,329.0,329.0,304.0,313.5,316.554295638,9789.0,543.0,3098750.0,5531.0,56.5,25.0,-15.5
2013-03-14,325.0,328.0,318.5,326.3,322.690947368,2375.0,209.0,766391.0,1133.0,47.71,9.5,1.3
2013-03-13,334.0,334.0,325.0,327.4,328.685714286,5460.0,327.0,1794624.0,2773.0,50.79,9.0,-6.6
2013-03-12,344.9,345.1,332.0,335.7,335.734685915,2563.0,182.0,860488.0,1602.0,62.5,13.1,-9.2
2013-03-11,345.8,346.0,339.1,341.75,342.77027027,3404.0,180.0,1166790.0,2485.0,73.0,6.9,-4.05
2013-03-08,349.0,350.0,337.0,341.35,342.549340791,2503.0,215.0,857401.0,1271.0,50.78,13.0,-7.65
2013-03-07,330.0,343.5,323.05,341.75,336.004303998,8829.0,641.0,2966582.0,3891.0,44.07,20.45,11.75
2013-03-06,308.85,336.9,308.0,333.1,324.540891614,9623.0,636.0,3123057.0,5419.0,56.31,28.9,24.25
2013-03-05,299.35,307.85,299.2,305.75,304.403452855,3765.0,177.0,1146079.0,2253.0,59.84,8.65,6.4
2013-03-04,305.25,305.25,297.0,297.9,300.03500761,3285.0,251.0,985615.0,1957.0,59.57,8.25,-7.35
2013-03-01,310.0,316.0,305.05,306.85,309.772848485,4125.0,395.0,1277813.0,2148.0,52.07,10.95,-3.15
2013-02-28,323.3,335.0,309.0,310.95,322.692691668,15626.0,963.0,5042396.0,10951.0,70.08,26.0,-12.35
2013-02-27,320.0,326.0,317.0,321.9,321.041647597,4370.0,244.0,1402952.0,2728.0,62.43,9.0,1.9
2013-02-26,325.05,332.0,316.6,319.8,321.567511039,4303.0,232.0,1383705.0,2693.0,62.58,15.4,-5.25
2013-02-25,334.0,336.9,328.6,330.05,331.908565929,2078.0,127.0,689706.0,1414.0,68.05,8.3,-3.95
2013-02-22,339.7,394.0,331.05,332.0,336.370018475,3789.0,215.0,1274506.0,1749.0,46.16,62.95,-7.7
2013-02-21,341.0,341.95,333.0,336.35,336.260808926,2151.0,161.0,723297.0,1326.0,61.65,8.95,-4.65
2013-02-20,339.0,344.5,335.0,343.05,340.271565495,2817.0,207.0,958545.0,1608.0,57.08,9.5,4.05
2013-02-19,343.7,344.0,334.8,338.5,337.022526502,2264.0,130.0,763019.0,1750.0,77.3,9.2,-5.2
2013-02-18,336.5,341.95,335.0,340.35,339.094031773,2329.0,133.0,789750.0,1218.0,52.3,6.95,3.85
2013-02-15,337.55,339.0,333.0,336.4,334.99409204,3216.0,177.0,1077341.0,1652.0,51.37,6.0,-1.15
2013-02-14,348.6,348.6,336.0,337.55,340.262629247,3385.0,255.0,1151789.0,1984.0,58.61,12.6,-11.05
2013-02-13,348.5,354.0,347.05,348.6,350.838174274,2410.0,156.0,845520.0,1258.0,52.2,6.95,0.1
2013-02-12,352.85,353.5,344.0,346.45,347.334071777,2257.0,153.0,783933.0,1786.0,79.13,9.5,-6.4
2013-02-11,355.65,359.0,350.0,350.55,351.853499729,1843.0,149.0,648466.0,1231.0,66.79,9.0,-5.1
2013-02-07,359.15,363.5,359.1,361.15,361.225447007,3859.0,196.0,1393969.0,2884.0,74.73,4.4,2.0
2013-02-06,365.0,366.0,356.2,359.95,360.160929191,3573.0,185.0,1286855.0,2180.0,61.01,9.8,-5.05
2013-02-05,363.1,367.6,361.05,362.5,362.975770925,2270.0,97.0,823955.0,1390.0,61.23,6.55,-0.6
2013-02-04,363.95,385.0,363.95,365.0,368.846932043,4547.0,355.0,1677147.0,1300.0,28.59,21.05,1.05
2013-02-01,358.0,363.5,358.0,361.7,360.115975246,4363.0,207.0,1571186.0,2602.0,59.64,5.5,3.7
2013-01-31,358.8,366.0,356.0,358.05,359.355110943,10546.0,411.0,3789759.0,6641.0,62.97,10.0,-0.75
2013-01-30,357.25,364.85,356.0,357.95,358.441671393,5289.0,286.0,1895798.0,3343.0,63.21,8.85,0.7
2013-01-29,367.0,368.0,356.0,357.2,362.461251995,5639.0,313.0,2043919.0,2987.0,52.97,12.0,-9.8
2013-01-28,382.9,383.9,364.0,367.85,370.55826591,8281.0,496.0,3068593.0,2322.0,28.04,19.9,-15.05
2013-01-25,372.1,381.0,370.0,377.0,375.855987873,1979.0,147.0,743819.0,906.0,45.78,11.0,4.9
2013-01-24,377.0,384.9,375.1,378.25,377.816724223,4054.0,236.0,1531669.0,1959.0,48.32,9.8,1.25
2013-01-23,378.0,379.0,370.0,377.85,370.215551409,99155.0,154.0,36708723.0,97661.0,98.49,9.0,-0.15
2013-01-22,384.0,384.0,377.0,377.75,379.600612706,6202.0,259.0,2354283.0,4195.0,67.64,7.0,-6.25
2013-01-21,384.0,386.4,380.1,382.3,382.545810877,4082.0,155.0,1561552.0,2627.0,64.36,6.3,-1.7
2013-01-18,385.05,387.35,380.1,381.65,383.987018759,54001.0,206.0,20735683.0,52610.0,97.42,7.25,-3.4
2013-01-17,387.0,387.0,378.3,382.3,382.638709677,3565.0,219.0,1364107.0,2285.0,64.1,8.7,-4.7
2013-01-16,392.35,393.0,383.0,384.25,387.052950255,8423.0,475.0,3260147.0,4477.0,53.15,10.0,-8.1
2013-01-15,396.05,403.0,390.1,393.4,395.004108265,4138.0,288.0,1634527.0,1865.0,45.07,12.9,-2.65
2013-01-14,397.4,400.0,393.1,395.35,395.270157553,2158.0,74.0,852993.0,1210.0,56.07,6.9,-2.05
2013-01-11,397.2,399.65,393.3,395.7,395.186073958,2542.0,149.0,1004563.0,1682.0,66.17,6.35,-1.5
2013-01-10,399.0,401.95,395.5,397.95,397.975803539,2769.0,125.0,1101995.0,1005.0,36.29,6.45,-1.05
2013-01-09,403.1,407.0,397.0,397.65,401.009663866,4760.0,182.0,1908806.0,3079.0,64.68,10.0,-5.45
2013-01-08,403.05,405.0,400.0,402.5,402.248044693,2685.0,91.0,1080036.0,1725.0,64.25,5.0,-0.55
