Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2004-12-15,154.0,155.5,151.25,152.7,153.147168587,221868.0,1461.0,33978456.0,74767.0,33.7,4.25,-1.3
2004-12-14,152.0,155.85,151.0,152.45,153.444586544,64118.0,1048.0,9838560.0,36652.0,57.16,4.85,0.45
2004-12-13,145.8,152.95,145.8,150.35,150.832053193,87230.0,1449.0,13157080.0,44304.0,50.79,7.15,4.55
2004-12-10,147.25,150.0,144.5,145.35,147.286957919,74666.0,1192.0,10997328.0,33469.0,44.82,5.5,-1.9
2004-12-09,148.45,149.0,144.0,144.9,146.533473507,47560.0,714.0,6969132.0,21394.0,44.98,5.0,-3.55
2004-12-08,149.1,153.5,144.75,146.05,148.798212128,93519.0,1568.0,13915460.0,44442.0,47.52,8.75,-3.05
2004-12-07,154.8,157.35,148.0,149.1,153.266533333,202500.0,2762.0,31036473.0,96852.0,47.83,9.35,-5.7
2004-12-06,147.1,155.8,146.5,153.65,151.502780984,546749.0,6652.0,82833994.0,204924.0,37.48,9.3,6.55
2004-12-03,140.0,146.5,136.0,143.3,142.392347749,135385.0,1613.0,19277788.0,67411.0,49.79,10.5,3.3
2004-12-02,137.75,140.1,135.55,138.35,138.118284182,46625.0,822.0,6439765.0,28602.0,61.34,4.55,0.6
2004-12-01,137.1,137.45,133.0,134.5,134.284438934,16130.0,372.0,2166008.0,9818.0,60.87,4.45,-2.6
2004-11-30,136.2,139.35,134.0,134.65,136.192394578,29216.0,393.0,3978997.0,23604.0,80.79,5.35,-1.55
2004-11-29,139.95,141.7,136.0,136.5,137.563401109,27050.0,453.0,3721090.0,19044.0,70.4,5.7,-3.45
2004-11-25,142.0,143.75,137.0,137.85,140.541538241,41853.0,584.0,5882085.0,29181.0,69.72,6.75,-4.15
2004-11-24,141.1,145.0,140.1,141.45,142.691095757,133734.0,1784.0,19082651.0,54589.0,40.82,4.9,0.35
2004-11-23,133.0,141.1,133.0,139.45,137.875023572,143179.0,1929.0,19740808.0,73525.0,51.35,8.1,6.45
2004-11-22,128.55,130.85,128.5,128.85,129.366406714,23594.0,349.0,3052271.0,17248.0,73.1,2.35,0.3
2004-11-19,132.0,133.9,130.25,130.65,131.528722298,24998.0,376.0,3287955.0,17621.0,70.49,3.65,-1.35
2004-11-18,132.8,134.65,131.45,131.85,132.574783754,34914.0,488.0,4628716.0,22687.0,64.98,3.2,-0.95
2004-11-17,133.4,133.65,130.3,132.0,131.995687837,21335.0,335.0,2816128.0,13223.0,61.98,3.35,-1.4
2004-11-16,132.85,134.0,130.15,131.2,131.466711629,10379.0,272.0,1364493.0,6449.0,62.14,3.85,-1.65
2004-11-11,134.0,134.0,132.0,133.2,133.102006689,13754.0,301.0,1830685.0,6783.0,49.32,2.0,-0.8
2004-11-10,131.0,133.75,131.0,131.7,131.992914328,10867.0,259.0,1434367.0,7894.0,72.64,2.75,0.7
2004-11-09,133.9,135.65,130.75,131.4,132.012979857,16333.0,370.0,2156168.0,12715.0,77.85,4.9,-2.5
2004-11-08,136.05,136.05,131.85,132.55,133.709701389,21533.0,409.0,2879171.0,15992.0,74.27,4.2,-3.5
2004-11-05,139.7,139.9,135.0,135.8,137.126597404,30127.0,467.0,4131213.0,14584.0,48.41,4.9,-3.9
2004-11-04,140.0,144.0,137.1,138.7,139.881912951,67916.0,908.0,9500220.0,30364.0,44.71,6.9,-1.3
2004-11-03,135.0,139.5,134.5,138.45,136.978341231,61407.0,891.0,8411429.0,32080.0,52.24,5.0,3.45
2004-11-02,131.95,134.1,130.25,133.15,132.474852324,29287.0,496.0,3879791.0,21292.0,72.7,3.85,1.2
2004-11-01,133.0,133.9,129.5,131.9,131.795184136,38830.0,902.0,5117607.0,19560.0,50.37,4.4,-1.1
2004-10-29,128.95,133.5,128.4,132.15,130.745597652,22488.0,496.0,2940207.0,14015.0,62.32,5.1,3.2
2004-10-28,130.0,130.95,127.0,127.7,128.135089568,23725.0,348.0,3040005.0,16356.0,68.94,3.95,-2.3
2004-10-27,127.15,128.05,127.0,127.05,127.69013987,14442.0,184.0,1844101.0,9807.0,67.91,1.05,-0.1
2004-10-26,133.95,133.95,127.25,127.7,129.287485178,9277.0,200.0,1199400.0,5676.0,61.18,6.7,-6.25
2004-10-25,131.5,135.0,128.3,129.0,131.63924543,15426.0,266.0,2030667.0,7734.0,50.14,6.7,-2.5
2004-10-21,134.9,134.9,131.0,131.15,132.35646958,7002.0,176.0,926760.0,3818.0,54.53,3.9,-3.75
2004-10-20,132.25,133.5,131.65,132.05,132.550869852,9082.0,205.0,1203827.0,4984.0,54.88,1.85,-0.2
2004-10-19,130.0,132.0,128.15,131.25,130.126400299,10712.0,208.0,1393914.0,5453.0,50.91,3.85,1.25
2004-10-18,132.5,133.5,127.7,128.1,130.850782735,11051.0,205.0,1446032.0,6880.0,62.26,5.8,-4.4
2004-10-15,132.6,133.7,130.0,130.45,131.516955668,11707.0,231.0,1539669.0,8704.0,74.35,3.7,-2.15
2004-10-14,135.0,135.0,130.0,130.35,131.722186365,24790.0,404.0,3265393.0,16769.0,67.64,5.0,-4.65
2004-10-12,139.0,139.5,133.0,133.75,135.303720878,17684.0,360.0,2392711.0,10710.0,60.56,6.5,-5.25
2004-10-11,141.9,142.75,137.25,138.2,140.568743048,17980.0,351.0,2527426.0,8568.0,47.65,5.5,-3.7
2004-10-09,141.8,141.8,139.0,139.55,139.927412468,9368.0,196.0,1310840.0,6339.0,67.67,2.8,-2.25
2004-10-08,142.0,142.95,139.4,140.3,140.778568821,16434.0,305.0,2313555.0,11359.0,69.12,3.55,-1.7
2004-10-07,141.8,143.1,140.5,141.6,141.881662372,24447.0,515.0,3468581.0,10484.0,42.88,2.6,-0.2
2004-10-06,140.95,145.0,140.35,141.35,142.781251199,52110.0,915.0,7440331.0,22293.0,42.78,4.65,0.4
2004-10-05,141.0,141.95,139.1,139.5,140.418760245,29893.0,564.0,4197538.0,20248.0,67.73,2.85,-1.5
2004-10-04,141.0,143.0,140.0,140.05,140.59752166,29778.0,413.0,4186713.0,21643.0,72.68,3.0,-0.95
2004-10-01,140.8,141.4,140.0,140.3,140.639953811,21650.0,341.0,3044855.0,14894.0,68.79,1.4,-0.5
2004-09-30,143.0,143.4,138.0,139.1,141.174671539,22986.0,425.0,3245041.0,12471.0,54.25,5.4,-3.9
2004-09-29,138.75,145.0,136.55,141.5,142.493769273,86587.0,1449.0,12338108.0,28561.0,32.99,8.45,2.75
2004-09-28,139.75,139.8,135.95,138.6,137.934339142,23530.0,418.0,3245595.0,13185.0,56.03,3.85,-1.15
2004-09-27,141.7,141.95,138.5,139.25,139.432771293,23130.0,385.0,3225080.0,13916.0,60.16,3.45,-2.45
2004-09-24,140.0,141.8,138.15,139.25,139.961415776,39187.0,722.0,5484668.0,20708.0,52.84,3.65,-0.75
2004-09-23,141.0,144.0,138.1,139.35,140.944790023,130538.0,2108.0,18398651.0,59548.0,45.62,5.9,-1.65
2004-09-22,132.75,142.55,132.5,141.7,140.279098657,207690.0,2929.0,29134566.0,85712.0,41.27,10.05,8.95
2004-09-20,135.25,135.5,131.3,131.9,133.775415333,13122.0,260.0,1755401.0,7491.0,57.09,4.2,-3.35
2004-09-17,133.75,137.0,133.0,134.75,135.035054488,42762.0,755.0,5774369.0,16893.0,39.5,4.0,1.0
2004-09-16,131.0,132.25,130.7,131.45,131.588718145,10477.0,215.0,1378655.0,6687.0,63.83,1.55,0.45
2004-09-15,131.0,131.9,129.3,130.85,130.743235197,15115.0,232.0,1976184.0,9781.0,64.71,2.6,-0.15
2004-09-14,132.6,132.9,130.25,130.85,131.629510781,17763.0,305.0,2338135.0,9941.0,55.96,2.65,-1.75
2004-09-13,133.0,134.0,130.55,131.05,132.110637801,17137.0,280.0,2263980.0,12039.0,70.25,3.45,-1.95
2004-09-10,133.75,134.6,131.0,132.25,132.123564841,21252.0,386.0,2807890.0,10670.0,50.21,3.6,-1.5
2004-09-09,136.85,137.15,132.8,133.55,134.443166944,28267.0,406.0,3800305.0,15635.0,55.31,4.35,-3.3
2004-09-08,137.0,137.0,134.15,134.75,135.353821239,25934.0,433.0,3510266.0,17372.0,66.99,2.85,-2.25
2004-09-07,137.55,138.0,135.15,136.2,136.810431513,22873.0,376.0,3129265.0,10108.0,44.19,2.85,-1.35
2004-09-06,136.65,138.75,135.9,136.5,137.335563844,36464.0,596.0,5007804.0,17805.0,48.83,2.85,-0.15
2004-09-03,133.5,138.5,133.05,135.75,136.456500627,63840.0,970.0,8711383.0,24788.0,38.83,5.45,2.25
2004-09-02,137.25,137.9,132.0,133.2,134.979637689,70768.0,1056.0,9552239.0,37553.0,53.06,5.9,-4.05
2004-09-01,133.5,139.4,132.6,136.2,136.332074685,129504.0,1981.0,17655549.0,55405.0,42.78,6.8,2.7
2004-08-31,133.4,133.95,131.0,132.8,132.55880848,44951.0,668.0,5958651.0,23919.0,53.21,2.95,-0.6
2004-08-30,131.5,135.9,131.5,132.5,133.638564398,222485.0,1994.0,29732576.0,134939.0,60.65,4.4,1.0
2004-08-27,126.0,131.75,124.6,130.5,129.481939682,214365.0,2923.0,27756396.0,65073.0,30.36,7.15,4.5
2004-08-26,123.75,127.25,123.15,124.35,125.364061993,58523.0,1121.0,7336681.0,17533.0,29.96,4.1,0.6
2004-08-25,122.0,128.5,122.0,123.1,125.293486561,79881.0,1366.0,10008569.0,20796.0,26.03,6.5,1.1
2004-08-24,120.3,123.0,119.1,121.4,120.863125351,10674.0,339.0,1290093.0,6801.0,63.72,3.9,1.1
2004-08-23,122.75,124.0,118.5,119.9,120.861564543,20645.0,428.0,2495187.0,10435.0,50.54,5.5,-2.85
2004-08-20,126.0,126.35,121.5,122.15,123.367914484,23481.0,477.0,2896802.0,9127.0,38.87,4.85,-3.85
2004-08-19,122.0,127.9,122.0,124.9,126.060668136,153771.0,2215.0,19384475.0,46208.0,30.05,5.9,2.9
2004-08-18,118.5,124.0,118.0,121.45,121.306116332,76729.0,1194.0,9307697.0,25848.0,33.69,6.0,2.95
2004-08-17,116.5,118.5,116.5,118.0,117.708526478,21357.0,304.0,2513901.0,12341.0,57.78,2.0,1.5
2004-08-16,116.0,117.5,114.0,115.8,115.580576631,6590.0,158.0,761676.0,3647.0,55.34,3.5,-0.2
2004-08-13,115.5,118.9,113.0,117.0,115.266082786,9591.0,214.0,1105517.0,4655.0,48.54,5.9,1.5
2004-08-12,115.2,115.95,113.2,114.95,114.541582965,9956.0,216.0,1140376.0,5177.0,52.0,2.75,-0.25
2004-08-11,117.0,118.0,115.0,115.7,116.545119567,13298.0,209.0,1549817.0,8775.0,65.99,3.0,-1.3
2004-08-10,119.0,119.0,116.1,116.5,117.032924274,13364.0,200.0,1564028.0,8676.0,64.92,2.9,-2.5
2004-08-06,118.0,119.8,117.0,117.45,117.838077258,20658.0,382.0,2434299.0,12290.0,59.51,2.8,-0.55
2004-08-05,120.0,120.0,116.15,117.95,118.504485708,14379.0,230.0,1703976.0,9975.0,69.37,3.85,-2.05
2004-08-04,120.0,120.45,117.5,118.6,118.952600633,11055.0,212.0,1315021.0,5166.0,46.73,2.95,-1.4
2004-08-03,118.5,121.7,118.0,119.45,119.788208297,28325.0,418.0,3393001.0,15856.0,55.98,3.7,0.95
2004-08-02,119.0,120.25,116.8,118.1,118.562811671,18850.0,380.0,2234909.0,11499.0,61.0,3.45,-0.9
2004-07-30,117.0,122.0,115.9,118.25,119.422894338,40866.0,765.0,4880336.0,17887.0,43.77,6.1,1.25
2004-07-29,117.5,117.5,115.5,115.85,116.095379713,9415.0,176.0,1093038.0,6201.0,65.86,2.0,-1.65
2004-07-28,117.45,117.5,115.25,116.55,116.402943276,18211.0,376.0,2119814.0,8920.0,48.98,2.25,-0.9
2004-07-27,118.75,119.0,115.0,115.65,117.167163148,23163.0,287.0,2713943.0,16829.0,72.65,4.0,-3.1
2004-07-26,119.9,120.4,115.5,116.7,116.866806281,111259.0,1124.0,13002484.0,53261.0,47.87,4.9,-3.2
2004-07-23,121.55,121.6,114.5,116.15,118.455926569,75499.0,944.0,8943304.0,45228.0,59.91,7.1,-5.4
2004-07-22,119.5,121.5,118.0,119.4,119.719071529,60745.0,731.0,7272335.0,41177.0,67.79,3.5,-0.1
2004-07-21,117.25,120.7,116.15,118.6,118.754284606,25790.0,482.0,3062673.0,11564.0,44.84,4.55,1.35
2004-07-20,123.95,124.4,117.5,117.95,121.232891437,25119.0,416.0,3045249.0,13338.0,53.1,6.9,-6.0
2004-07-19,123.0,126.0,122.15,123.35,123.555192221,69113.0,1014.0,8539270.0,40437.0,58.51,3.85,0.35
2004-07-16,125.5,125.5,121.0,122.3,122.753342052,55056.0,745.0,6758308.0,28162.0,51.15,4.5,-3.2
2004-07-15,125.5,125.95,122.0,124.25,124.100414367,68297.0,1114.0,8475686.0,26406.0,38.66,3.95,-1.25
2004-07-14,124.5,128.2,122.0,122.65,124.671860505,153066.0,2075.0,19083023.0,53002.0,34.63,6.2,-1.85
2004-07-13,119.9,125.9,117.9,123.4,122.352104146,143645.0,1964.0,17575268.0,60077.0,41.86,8.0,3.5
2004-07-12,118.95,123.0,115.7,118.4,119.405412208,123166.0,1842.0,14706687.0,32411.0,26.31,7.3,-0.55
2004-07-09,109.0,116.0,106.25,114.9,114.228389473,130330.0,1887.0,14887386.0,35858.0,27.51,9.75,5.9
2004-07-08,108.0,124.5,107.55,111.45,117.868557536,805767.0,8566.0,94974594.0,126112.0,15.65,16.95,3.45
2004-07-07,95.1,105.4,93.25,105.4,102.668146644,332888.0,4139.0,34176994.0,106863.0,32.1,12.15,10.3
2004-07-06,87.5,88.9,86.35,87.85,87.7464739378,11415.0,242.0,1001626.0,4544.0,39.81,2.55,0.35
2004-07-05,87.9,88.0,85.15,87.0,86.9868751206,10362.0,193.0,901358.0,6699.0,64.65,2.85,-0.9
2004-07-02,86.7,88.0,86.65,87.55,87.3993946153,12554.0,189.0,1097212.0,7705.0,61.37,1.35,0.85
2004-07-01,87.95,88.35,86.0,87.55,86.883868915,12572.0,222.0,1092304.0,7197.0,57.25,2.35,-0.4
2004-06-30,88.1,88.8,85.2,87.45,87.0133650236,29031.0,475.0,2526085.0,18306.0,63.06,3.6,-0.65
2004-06-29,89.0,89.0,86.0,88.2,87.1848257819,42045.0,761.0,3665686.0,20848.0,49.58,3.0,-0.8
2004-06-25,85.0,87.6,84.4,87.25,86.6114780436,33612.0,768.0,2911185.0,18094.0,53.83,3.2,2.25
2004-06-24,82.5,85.35,82.25,84.6,84.0203283642,405099.0,800.0,34036551.0,381625.0,94.21,3.1,2.1
2004-06-23,84.75,86.9,81.55,82.0,84.3711409878,69545.0,1050.0,5867591.0,30158.0,43.36,5.35,-2.75
2004-06-22,82.9,85.2,80.75,83.95,83.2326643824,36774.0,665.0,3060798.0,15549.0,42.28,4.45,1.05
2004-06-18,81.5,82.0,80.1,80.8,80.9200499168,24040.0,396.0,1945318.0,16758.0,69.71,1.9,-0.7
2004-06-17,81.0,82.2,80.1,81.0,81.5179425282,21541.0,269.0,1755978.0,17945.0,83.31,2.1,0.0
2004-06-16,82.65,83.0,81.0,81.95,82.4328519501,10179.0,182.0,839084.0,7581.0,74.48,2.0,-0.7
2004-06-15,81.25,83.0,80.6,82.3,81.770106426,14846.0,249.0,1213959.0,9352.0,62.99,2.4,1.05
2004-06-14,84.0,84.0,80.1,80.8,81.8998708344,19355.0,348.0,1585172.0,16940.0,87.52,3.9,-3.2
2004-06-11,87.0,87.6,83.7,84.05,85.8364962601,16177.0,303.0,1388577.0,14366.0,88.81,3.9,-2.95
2004-06-10,86.95,87.0,85.75,86.05,86.3777692895,13090.0,231.0,1130685.0,10573.0,80.77,1.25,-0.9
2004-06-09,87.95,88.5,86.7,86.85,87.454940457,18642.0,347.0,1630335.0,15515.0,83.23,1.8,-1.1
2004-06-08,87.0,88.0,85.75,87.3,86.9305892632,10301.0,174.0,895472.0,7177.0,69.67,2.25,0.3
2004-06-07,85.5,87.4,85.5,86.9,86.8371916188,11836.0,111.0,1027805.0,10155.0,85.8,1.9,1.4
2004-06-04,84.6,86.75,83.0,85.65,84.7171179562,15031.0,263.0,1273383.0,9004.0,59.9,3.75,1.05
2004-06-03,85.35,87.75,83.1,83.7,85.4765459924,14198.0,244.0,1213596.0,10067.0,70.9,4.65,-1.65
2004-06-02,87.0,87.6,85.05,85.75,86.0267134789,6551.0,147.0,563561.0,3489.0,53.26,2.55,-1.25
2004-06-01,86.65,88.0,85.5,86.25,86.4987298131,11022.0,193.0,953389.0,6601.0,59.89,2.5,-0.4
2004-05-31,86.1,87.0,83.0,84.65,84.8074976122,20940.0,377.0,1775869.0,10998.0,52.52,4.0,-1.45
2004-05-28,94.5,94.5,87.6,88.45,89.953365488,32551.0,662.0,2928072.0,18911.0,58.1,6.9,-6.05
2004-05-27,94.5,96.0,93.25,94.35,95.0389564291,22538.0,493.0,2141988.0,10919.0,48.45,2.75,-0.15
2004-05-26,95.05,96.9,93.0,94.15,94.805408734,38974.0,731.0,3694946.0,16874.0,43.3,3.9,-0.9
2004-05-25,91.65,92.0,90.25,91.3,91.2776565092,11453.0,191.0,1045403.0,6794.0,59.32,1.75,-0.35
2004-05-21,91.9,92.4,85.1,90.75,89.0382308224,36175.0,668.0,3220958.0,17083.0,47.22,7.3,-1.15
2004-05-20,95.9,97.0,87.5,88.2,89.787232617,59699.0,873.0,5360208.0,38628.0,64.7,9.5,-7.7
2004-05-19,94.3,95.15,86.5,89.8,90.3713188862,99766.0,1440.0,9015985.0,63630.0,63.78,8.65,-4.5
2004-05-18,98.8,101.0,88.0,90.0,92.5359889636,57990.0,997.0,5366162.0,36462.0,62.88,13.0,-8.8
2004-05-17,91.1,91.1,76.15,84.9,83.8970933197,29415.0,306.0,2467833.0,20331.0,69.12,14.95,-6.2
2004-05-14,110.0,110.0,88.0,95.15,98.9550169791,42994.0,698.0,4254472.0,27706.0,64.44,22.0,-14.85
2004-05-13,109.0,115.0,105.0,108.95,109.731421018,37825.0,587.0,4150591.0,32156.0,85.01,10.0,-0.05
2004-05-12,110.4,111.8,109.7,110.35,110.316656044,9414.0,135.0,1038521.0,6882.0,73.1,2.1,-0.05
2004-05-11,111.1,113.5,109.25,109.8,110.576196376,12914.0,230.0,1427981.0,9804.0,75.92,4.25,-1.3
2004-05-10,113.5,116.1,112.5,113.3,113.886533261,9245.0,205.0,1052881.0,6104.0,66.02,3.6,-0.2
2004-05-07,117.0,118.0,116.1,116.2,117.186261362,6711.0,152.0,786437.0,5090.0,75.85,1.9,-0.8
2004-05-06,117.1,119.0,115.6,117.2,117.069750367,12258.0,210.0,1435041.0,8568.0,69.9,3.4,0.1
2004-05-04,117.0,117.85,116.0,116.5,116.775460455,3692.0,105.0,431135.0,2216.0,60.02,1.85,-0.5
2004-05-03,118.2,118.2,111.8,113.05,114.294501604,18078.0,357.0,2066216.0,11558.0,63.93,6.4,-5.15
2004-04-30,120.0,121.0,118.0,118.25,119.139452963,4826.0,144.0,574967.0,2992.0,62.0,3.0,-1.75
2004-04-29,118.25,121.0,117.0,119.3,119.116913853,12676.0,278.0,1509926.0,6613.0,52.17,4.0,1.05
2004-04-28,118.5,121.0,116.5,119.1,118.470166667,18000.0,324.0,2132463.0,10754.0,59.74,4.5,0.6
2004-04-27,129.0,129.0,116.15,117.5,120.010507834,37020.0,643.0,4442789.0,18939.0,51.16,12.85,-11.5
2004-04-23,118.75,127.6,118.75,126.4,121.707470834,279179.0,1345.0,33978170.0,211034.0,75.59,8.85,7.65
2004-04-22,117.25,120.0,116.5,118.1,118.160198183,4844.0,106.0,572368.0,2813.0,58.07,3.5,0.85
2004-04-21,117.8,119.5,116.5,118.05,117.804234973,7320.0,196.0,862327.0,5034.0,68.77,3.0,0.25
2004-04-20,116.0,116.7,115.0,115.35,115.631747357,7188.0,172.0,831161.0,5038.0,70.09,1.7,-0.65
2004-04-19,120.0,122.5,115.15,115.55,118.465436867,15016.0,302.0,1778877.0,9290.0,61.87,7.35,-4.45
2004-04-17,117.75,121.65,117.0,119.5,119.114585878,12279.0,241.0,1462608.0,7906.0,64.39,4.65,1.75
2004-04-16,120.0,121.5,116.0,116.7,119.207905262,12751.0,272.0,1520020.0,9870.0,77.41,5.5,-3.3
2004-04-15,118.05,121.45,118.05,119.45,120.025020851,13189.0,321.0,1583010.0,8108.0,61.48,3.4,1.4
2004-04-13,122.0,123.0,118.0,118.6,119.561402089,12353.0,229.0,1476942.0,7378.0,59.73,5.0,-3.4
2004-04-12,117.5,123.6,117.5,120.75,121.614361114,31641.0,631.0,3848000.0,15339.0,48.48,6.1,3.25
2004-04-08,116.1,118.75,115.3,116.85,116.722349601,9159.0,198.0,1069060.0,4043.0,44.14,3.45,0.75
2004-04-07,115.5,118.25,115.0,116.5,116.524320599,20312.0,278.0,2366842.0,12298.0,60.55,3.25,1.0
2004-04-06,119.0,119.0,116.0,116.25,116.751799597,13892.0,288.0,1621916.0,7673.0,55.23,3.0,-2.75
2004-04-05,114.65,119.35,114.65,117.0,117.039031946,25825.0,424.0,3022533.0,18259.0,70.7,4.7,2.35
2004-04-01,114.4,115.5,113.3,114.3,114.152678724,17527.0,280.0,2000754.0,11761.0,67.1,2.2,-0.1
2004-03-31,112.05,113.8,111.55,112.2,112.420477232,10519.0,236.0,1182551.0,6157.0,58.53,2.25,0.15
2004-03-30,110.9,114.55,110.25,111.8,112.699145916,24939.0,306.0,2810604.0,16367.0,65.63,4.3,0.9
2004-03-29,110.0,110.0,106.65,108.45,108.407270839,19255.0,343.0,2087382.0,15294.0,79.43,3.35,-1.55
2004-03-26,104.75,108.85,104.7,107.15,107.017304988,49061.0,535.0,5250376.0,39042.0,79.58,4.15,2.4
2004-03-25,101.05,105.95,101.0,105.35,104.281813349,20691.0,248.0,2157695.0,17258.0,83.41,4.95,4.3
2004-03-24,87.0,100.9,87.0,100.1,99.3049090025,18517.0,274.0,1838829.0,15482.0,83.61,13.9,13.1
2004-03-23,100.0,102.5,95.25,97.6,97.7797918507,26039.0,314.0,2546088.0,14993.0,57.58,7.25,-2.4
2004-03-22,103.5,104.0,99.05,99.85,101.481284101,23643.0,235.0,2399322.0,17972.0,76.01,4.95,-3.65
2004-03-19,105.05,109.95,103.0,104.7,105.978161287,9387.0,193.0,994817.0,5924.0,63.11,6.95,-0.35
2004-03-18,110.7,110.85,106.0,106.5,108.182113393,11394.0,180.0,1232627.0,7034.0,61.73,4.85,-4.2
2004-03-17,115.95,115.95,109.0,109.25,110.843731299,13368.0,229.0,1481759.0,8723.0,65.25,6.95,-6.7
2004-03-15,118.9,118.9,110.0,110.9,113.109972328,19514.0,300.0,2207228.0,15237.0,78.08,8.9,-8.0
2004-03-12,114.0,117.55,101.0,116.35,115.440852525,41946.0,447.0,4842282.0,19622.0,46.78,16.55,2.35
2004-03-11,113.1,115.0,112.5,114.4,113.983622397,20699.0,359.0,2359347.0,13928.0,67.29,2.5,1.3
2004-03-10,115.65,115.95,113.15,113.4,114.571739807,12852.0,180.0,1472476.0,10388.0,80.83,2.8,-2.25
2004-03-09,118.0,118.8,115.1,115.85,116.488916535,17684.0,302.0,2059990.0,11386.0,64.39,3.7,-2.15
2004-03-08,118.1,118.9,117.0,118.1,117.999335714,12043.0,234.0,1421066.0,8874.0,73.69,1.9,0.0
2004-03-05,115.0,116.9,115.0,116.3,116.127286521,11863.0,307.0,1377618.0,9175.0,77.34,1.9,1.3
2004-03-04,115.9,117.25,114.2,115.25,115.982834817,15613.0,653.0,1810840.0,10489.0,67.18,3.05,-0.65
2004-03-03,119.8,119.8,114.0,115.05,117.30078005,48843.0,1250.0,5729322.0,36903.0,75.55,5.8,-4.75
2004-03-01,121.0,121.0,116.6,118.15,118.129107531,31284.0,751.0,3695551.0,24409.0,78.02,4.4,-2.85
2004-02-27,118.5,120.35,116.5,118.4,118.373976449,42377.0,863.0,5016334.0,22801.0,53.81,3.85,-0.1
2004-02-26,114.0,119.0,113.0,116.75,117.031667703,25736.0,523.0,3011927.0,14021.0,54.48,6.0,2.75
2004-02-25,116.85,116.85,113.5,115.05,114.734430483,14644.0,300.0,1680171.0,9429.0,64.39,3.35,-1.8
2004-02-24,115.0,115.95,112.05,114.75,114.240695688,19319.0,397.0,2207016.0,11946.0,61.84,3.9,-0.25
2004-02-23,118.0,119.0,114.15,115.05,116.219488951,16789.0,304.0,1951209.0,9921.0,59.09,4.85,-2.95
2004-02-20,115.0,119.0,112.9,117.65,116.191291644,41753.0,736.0,4851335.0,20343.0,48.72,6.1,2.65
2004-02-19,120.0,121.4,115.95,116.5,118.57031382,35498.0,542.0,4209009.0,22549.0,63.52,5.45,-3.5
2004-02-18,121.5,122.0,119.15,120.55,120.481478724,26861.0,536.0,3236253.0,15782.0,58.75,2.85,-0.95
2004-02-16,115.95,119.4,115.95,118.15,118.045370872,46175.0,944.0,5450745.0,22041.0,47.73,3.45,2.2
2004-02-13,113.7,115.1,112.25,114.7,114.464316642,19631.0,374.0,2247049.0,8204.0,41.79,2.85,1.0
2004-02-12,115.5,115.5,113.0,113.2,113.860102233,14868.0,302.0,1692872.0,7473.0,50.26,2.5,-2.3
2004-02-11,115.5,115.5,113.0,113.75,113.750204623,25657.0,469.0,2918489.0,11601.0,45.22,2.5,-1.75
2004-02-10,117.0,117.65,113.1,113.65,115.150188079,32699.0,752.0,3765296.0,14594.0,44.63,4.55,-3.35
2004-02-09,112.0,116.0,111.3,115.35,113.935126281,26251.0,543.0,2990911.0,14050.0,53.52,4.7,3.35
2004-02-06,113.7,113.85,110.0,111.05,111.269058701,22129.0,477.0,2462273.0,6983.0,31.56,3.85,-2.65
2004-02-05,114.0,115.75,111.1,111.65,113.433980685,37898.0,685.0,4298921.0,12999.0,34.3,4.65,-2.35
2004-02-04,113.0,114.95,110.5,113.6,112.769893007,48321.0,827.0,5449154.0,19988.0,41.37,4.45,0.6
2004-02-03,118.0,119.0,108.0,109.65,112.404393957,69368.0,1078.0,7797268.0,29454.0,42.46,11.0,-8.35
2004-01-30,119.85,127.3,117.0,117.95,122.231221577,269365.0,3788.0,32924813.0,73992.0,27.47,10.3,-1.9
2004-01-29,116.7,117.25,113.65,114.2,114.906494671,28993.0,462.0,3331484.0,15284.0,52.72,3.6,-2.5
2004-01-28,120.0,120.0,115.0,116.15,116.609842836,43585.0,765.0,5082440.0,21017.0,48.22,5.0,-3.85
2004-01-23,104.7,118.75,104.0,117.0,111.073507598,171234.0,2455.0,19019561.0,85933.0,50.18,14.75,12.3
2004-01-22,99.7,105.0,93.05,100.1,99.586647395,119692.0,1739.0,11919725.0,57939.0,48.41,11.95,0.4
2004-01-19,116.0,118.5,112.0,116.8,115.1494701,36422.0,596.0,4193974.0,12508.0,34.34,6.5,0.8
2004-01-16,126.0,126.0,116.1,117.9,120.577095022,56145.0,842.0,6769801.0,33241.0,59.21,9.9,-8.1
2004-01-15,128.5,128.5,125.75,126.0,127.102890847,27466.0,385.0,3491008.0,18803.0,68.46,2.75,-2.5
2004-01-14,128.8,130.5,126.2,127.0,128.564956349,32645.0,557.0,4197003.0,14486.0,44.37,4.3,-1.8
2004-01-13,127.7,129.5,126.0,127.8,127.657468685,43669.0,636.0,5574674.0,22140.0,50.7,3.5,0.1
2004-01-12,131.75,133.0,126.0,126.35,129.571039467,74163.0,995.0,9609377.0,42710.0,57.59,7.0,-5.4
2004-01-09,156.65,156.65,130.0,131.05,135.547653109,162172.0,1887.0,21982034.0,67427.0,41.58,26.65,-25.6
2004-01-08,128.75,132.0,128.0,130.55,130.141682793,60459.0,816.0,7868236.0,29826.0,49.33,4.0,1.8
